XCoord,YCoord,XCOORD,YCOORD,ID500M
4508250.00000000,3604250.00000000,4508250.000000,3604250.000000,500mE45080N36040
4508750.00000000,3604250.00000000,4508750.000000,3604250.000000,500mE45085N36040
4509250.00000000,3604250.00000000,4509250.000000,3604250.000000,500mE45090N36040
4509750.00000000,3604250.00000000,4509750.000000,3604250.000000,500mE45095N36040
4510250.00000000,3604250.00000000,4510250.000000,3604250.000000,500mE45100N36040
4510750.00000000,3604250.00000000,4510750.000000,3604250.000000,500mE45105N36040
4511250.00000000,3604250.00000000,4511250.000000,3604250.000000,500mE45110N36040
4511750.00000000,3604250.00000000,4511750.000000,3604250.000000,500mE45115N36040
4512250.00000000,3604250.00000000,4512250.000000,3604250.000000,500mE45120N36040
4512750.00000000,3604250.00000000,4512750.000000,3604250.000000,500mE45125N36040
4513250.00000000,3604250.00000000,4513250.000000,3604250.000000,500mE45130N36040
4458750.00000000,3604750.00000000,4458750.000000,3604750.000000,500mE44585N36045
4459250.00000000,3604750.00000000,4459250.000000,3604750.000000,500mE44590N36045
4459750.00000000,3604750.00000000,4459750.000000,3604750.000000,500mE44595N36045
4460250.00000000,3604750.00000000,4460250.000000,3604750.000000,500mE44600N36045
4460750.00000000,3604750.00000000,4460750.000000,3604750.000000,500mE44605N36045
4461250.00000000,3604750.00000000,4461250.000000,3604750.000000,500mE44610N36045
4506250.00000000,3604750.00000000,4506250.000000,3604750.000000,500mE45060N36045
4506750.00000000,3604750.00000000,4506750.000000,3604750.000000,500mE45065N36045
4507250.00000000,3604750.00000000,4507250.000000,3604750.000000,500mE45070N36045
4507750.00000000,3604750.00000000,4507750.000000,3604750.000000,500mE45075N36045
4508250.00000000,3604750.00000000,4508250.000000,3604750.000000,500mE45080N36045
4508750.00000000,3604750.00000000,4508750.000000,3604750.000000,500mE45085N36045
4509250.00000000,3604750.00000000,4509250.000000,3604750.000000,500mE45090N36045
4509750.00000000,3604750.00000000,4509750.000000,3604750.000000,500mE45095N36045
4510250.00000000,3604750.00000000,4510250.000000,3604750.000000,500mE45100N36045
4510750.00000000,3604750.00000000,4510750.000000,3604750.000000,500mE45105N36045
4511250.00000000,3604750.00000000,4511250.000000,3604750.000000,500mE45110N36045
4511750.00000000,3604750.00000000,4511750.000000,3604750.000000,500mE45115N36045
4512250.00000000,3604750.00000000,4512250.000000,3604750.000000,500mE45120N36045
4512750.00000000,3604750.00000000,4512750.000000,3604750.000000,500mE45125N36045
4513250.00000000,3604750.00000000,4513250.000000,3604750.000000,500mE45130N36045
4458750.00000000,3605250.00000000,4458750.000000,3605250.000000,500mE44585N36050
4459250.00000000,3605250.00000000,4459250.000000,3605250.000000,500mE44590N36050
4459750.00000000,3605250.00000000,4459750.000000,3605250.000000,500mE44595N36050
4460250.00000000,3605250.00000000,4460250.000000,3605250.000000,500mE44600N36050
4460750.00000000,3605250.00000000,4460750.000000,3605250.000000,500mE44605N36050
4461250.00000000,3605250.00000000,4461250.000000,3605250.000000,500mE44610N36050
4506250.00000000,3605250.00000000,4506250.000000,3605250.000000,500mE45060N36050
4506750.00000000,3605250.00000000,4506750.000000,3605250.000000,500mE45065N36050
4507250.00000000,3605250.00000000,4507250.000000,3605250.000000,500mE45070N36050
4507750.00000000,3605250.00000000,4507750.000000,3605250.000000,500mE45075N36050
4508250.00000000,3605250.00000000,4508250.000000,3605250.000000,500mE45080N36050
4508750.00000000,3605250.00000000,4508750.000000,3605250.000000,500mE45085N36050
4509250.00000000,3605250.00000000,4509250.000000,3605250.000000,500mE45090N36050
4509750.00000000,3605250.00000000,4509750.000000,3605250.000000,500mE45095N36050
4510250.00000000,3605250.00000000,4510250.000000,3605250.000000,500mE45100N36050
4510750.00000000,3605250.00000000,4510750.000000,3605250.000000,500mE45105N36050
4511250.00000000,3605250.00000000,4511250.000000,3605250.000000,500mE45110N36050
4511750.00000000,3605250.00000000,4511750.000000,3605250.000000,500mE45115N36050
4512250.00000000,3605250.00000000,4512250.000000,3605250.000000,500mE45120N36050
4512750.00000000,3605250.00000000,4512750.000000,3605250.000000,500mE45125N36050
4513250.00000000,3605250.00000000,4513250.000000,3605250.000000,500mE45130N36050
4458750.00000000,3605750.00000000,4458750.000000,3605750.000000,500mE44585N36055
4459250.00000000,3605750.00000000,4459250.000000,3605750.000000,500mE44590N36055
4459750.00000000,3605750.00000000,4459750.000000,3605750.000000,500mE44595N36055
4460250.00000000,3605750.00000000,4460250.000000,3605750.000000,500mE44600N36055
4460750.00000000,3605750.00000000,4460750.000000,3605750.000000,500mE44605N36055
4461250.00000000,3605750.00000000,4461250.000000,3605750.000000,500mE44610N36055
4461750.00000000,3605750.00000000,4461750.000000,3605750.000000,500mE44615N36055
4504750.00000000,3605750.00000000,4504750.000000,3605750.000000,500mE45045N36055
4505250.00000000,3605750.00000000,4505250.000000,3605750.000000,500mE45050N36055
4505750.00000000,3605750.00000000,4505750.000000,3605750.000000,500mE45055N36055
4506250.00000000,3605750.00000000,4506250.000000,3605750.000000,500mE45060N36055
4506750.00000000,3605750.00000000,4506750.000000,3605750.000000,500mE45065N36055
4507250.00000000,3605750.00000000,4507250.000000,3605750.000000,500mE45070N36055
4507750.00000000,3605750.00000000,4507750.000000,3605750.000000,500mE45075N36055
4508250.00000000,3605750.00000000,4508250.000000,3605750.000000,500mE45080N36055
4508750.00000000,3605750.00000000,4508750.000000,3605750.000000,500mE45085N36055
4509250.00000000,3605750.00000000,4509250.000000,3605750.000000,500mE45090N36055
4509750.00000000,3605750.00000000,4509750.000000,3605750.000000,500mE45095N36055
4510250.00000000,3605750.00000000,4510250.000000,3605750.000000,500mE45100N36055
4510750.00000000,3605750.00000000,4510750.000000,3605750.000000,500mE45105N36055
4511250.00000000,3605750.00000000,4511250.000000,3605750.000000,500mE45110N36055
4511750.00000000,3605750.00000000,4511750.000000,3605750.000000,500mE45115N36055
4512250.00000000,3605750.00000000,4512250.000000,3605750.000000,500mE45120N36055
4512750.00000000,3605750.00000000,4512750.000000,3605750.000000,500mE45125N36055
4513250.00000000,3605750.00000000,4513250.000000,3605750.000000,500mE45130N36055
4513750.00000000,3605750.00000000,4513750.000000,3605750.000000,500mE45135N36055
4514250.00000000,3605750.00000000,4514250.000000,3605750.000000,500mE45140N36055
4458750.00000000,3606250.00000000,4458750.000000,3606250.000000,500mE44585N36060
4459250.00000000,3606250.00000000,4459250.000000,3606250.000000,500mE44590N36060
4459750.00000000,3606250.00000000,4459750.000000,3606250.000000,500mE44595N36060
4460250.00000000,3606250.00000000,4460250.000000,3606250.000000,500mE44600N36060
4460750.00000000,3606250.00000000,4460750.000000,3606250.000000,500mE44605N36060
4461250.00000000,3606250.00000000,4461250.000000,3606250.000000,500mE44610N36060
4461750.00000000,3606250.00000000,4461750.000000,3606250.000000,500mE44615N36060
4505250.00000000,3606250.00000000,4505250.000000,3606250.000000,500mE45050N36060
4505750.00000000,3606250.00000000,4505750.000000,3606250.000000,500mE45055N36060
4506250.00000000,3606250.00000000,4506250.000000,3606250.000000,500mE45060N36060
4506750.00000000,3606250.00000000,4506750.000000,3606250.000000,500mE45065N36060
4507250.00000000,3606250.00000000,4507250.000000,3606250.000000,500mE45070N36060
4507750.00000000,3606250.00000000,4507750.000000,3606250.000000,500mE45075N36060
4508250.00000000,3606250.00000000,4508250.000000,3606250.000000,500mE45080N36060
4508750.00000000,3606250.00000000,4508750.000000,3606250.000000,500mE45085N36060
4509250.00000000,3606250.00000000,4509250.000000,3606250.000000,500mE45090N36060
4509750.00000000,3606250.00000000,4509750.000000,3606250.000000,500mE45095N36060
4510250.00000000,3606250.00000000,4510250.000000,3606250.000000,500mE45100N36060
4510750.00000000,3606250.00000000,4510750.000000,3606250.000000,500mE45105N36060
4511250.00000000,3606250.00000000,4511250.000000,3606250.000000,500mE45110N36060
4511750.00000000,3606250.00000000,4511750.000000,3606250.000000,500mE45115N36060
4512250.00000000,3606250.00000000,4512250.000000,3606250.000000,500mE45120N36060
4512750.00000000,3606250.00000000,4512750.000000,3606250.000000,500mE45125N36060
4513250.00000000,3606250.00000000,4513250.000000,3606250.000000,500mE45130N36060
4513750.00000000,3606250.00000000,4513750.000000,3606250.000000,500mE45135N36060
4514250.00000000,3606250.00000000,4514250.000000,3606250.000000,500mE45140N36060
4458750.00000000,3606750.00000000,4458750.000000,3606750.000000,500mE44585N36065
4459250.00000000,3606750.00000000,4459250.000000,3606750.000000,500mE44590N36065
4459750.00000000,3606750.00000000,4459750.000000,3606750.000000,500mE44595N36065
4460250.00000000,3606750.00000000,4460250.000000,3606750.000000,500mE44600N36065
4460750.00000000,3606750.00000000,4460750.000000,3606750.000000,500mE44605N36065
4461250.00000000,3606750.00000000,4461250.000000,3606750.000000,500mE44610N36065
4461750.00000000,3606750.00000000,4461750.000000,3606750.000000,500mE44615N36065
4462250.00000000,3606750.00000000,4462250.000000,3606750.000000,500mE44620N36065
4505250.00000000,3606750.00000000,4505250.000000,3606750.000000,500mE45050N36065
4505750.00000000,3606750.00000000,4505750.000000,3606750.000000,500mE45055N36065
4506250.00000000,3606750.00000000,4506250.000000,3606750.000000,500mE45060N36065
4506750.00000000,3606750.00000000,4506750.000000,3606750.000000,500mE45065N36065
4507250.00000000,3606750.00000000,4507250.000000,3606750.000000,500mE45070N36065
4507750.00000000,3606750.00000000,4507750.000000,3606750.000000,500mE45075N36065
4508250.00000000,3606750.00000000,4508250.000000,3606750.000000,500mE45080N36065
4508750.00000000,3606750.00000000,4508750.000000,3606750.000000,500mE45085N36065
4509250.00000000,3606750.00000000,4509250.000000,3606750.000000,500mE45090N36065
4509750.00000000,3606750.00000000,4509750.000000,3606750.000000,500mE45095N36065
4510250.00000000,3606750.00000000,4510250.000000,3606750.000000,500mE45100N36065
4510750.00000000,3606750.00000000,4510750.000000,3606750.000000,500mE45105N36065
4511250.00000000,3606750.00000000,4511250.000000,3606750.000000,500mE45110N36065
4511750.00000000,3606750.00000000,4511750.000000,3606750.000000,500mE45115N36065
4512250.00000000,3606750.00000000,4512250.000000,3606750.000000,500mE45120N36065
4512750.00000000,3606750.00000000,4512750.000000,3606750.000000,500mE45125N36065
4513250.00000000,3606750.00000000,4513250.000000,3606750.000000,500mE45130N36065
4513750.00000000,3606750.00000000,4513750.000000,3606750.000000,500mE45135N36065
4514250.00000000,3606750.00000000,4514250.000000,3606750.000000,500mE45140N36065
4458750.00000000,3607250.00000000,4458750.000000,3607250.000000,500mE44585N36070
4459250.00000000,3607250.00000000,4459250.000000,3607250.000000,500mE44590N36070
4459750.00000000,3607250.00000000,4459750.000000,3607250.000000,500mE44595N36070
4460250.00000000,3607250.00000000,4460250.000000,3607250.000000,500mE44600N36070
4460750.00000000,3607250.00000000,4460750.000000,3607250.000000,500mE44605N36070
4461250.00000000,3607250.00000000,4461250.000000,3607250.000000,500mE44610N36070
4461750.00000000,3607250.00000000,4461750.000000,3607250.000000,500mE44615N36070
4462250.00000000,3607250.00000000,4462250.000000,3607250.000000,500mE44620N36070
4505250.00000000,3607250.00000000,4505250.000000,3607250.000000,500mE45050N36070
4505750.00000000,3607250.00000000,4505750.000000,3607250.000000,500mE45055N36070
4506250.00000000,3607250.00000000,4506250.000000,3607250.000000,500mE45060N36070
4506750.00000000,3607250.00000000,4506750.000000,3607250.000000,500mE45065N36070
4507250.00000000,3607250.00000000,4507250.000000,3607250.000000,500mE45070N36070
4507750.00000000,3607250.00000000,4507750.000000,3607250.000000,500mE45075N36070
4508250.00000000,3607250.00000000,4508250.000000,3607250.000000,500mE45080N36070
4508750.00000000,3607250.00000000,4508750.000000,3607250.000000,500mE45085N36070
4509250.00000000,3607250.00000000,4509250.000000,3607250.000000,500mE45090N36070
4509750.00000000,3607250.00000000,4509750.000000,3607250.000000,500mE45095N36070
4510250.00000000,3607250.00000000,4510250.000000,3607250.000000,500mE45100N36070
4510750.00000000,3607250.00000000,4510750.000000,3607250.000000,500mE45105N36070
4511250.00000000,3607250.00000000,4511250.000000,3607250.000000,500mE45110N36070
4511750.00000000,3607250.00000000,4511750.000000,3607250.000000,500mE45115N36070
4512250.00000000,3607250.00000000,4512250.000000,3607250.000000,500mE45120N36070
4512750.00000000,3607250.00000000,4512750.000000,3607250.000000,500mE45125N36070
4513250.00000000,3607250.00000000,4513250.000000,3607250.000000,500mE45130N36070
4513750.00000000,3607250.00000000,4513750.000000,3607250.000000,500mE45135N36070
4514250.00000000,3607250.00000000,4514250.000000,3607250.000000,500mE45140N36070
4458750.00000000,3607750.00000000,4458750.000000,3607750.000000,500mE44585N36075
4459250.00000000,3607750.00000000,4459250.000000,3607750.000000,500mE44590N36075
4459750.00000000,3607750.00000000,4459750.000000,3607750.000000,500mE44595N36075
4460250.00000000,3607750.00000000,4460250.000000,3607750.000000,500mE44600N36075
4460750.00000000,3607750.00000000,4460750.000000,3607750.000000,500mE44605N36075
4461250.00000000,3607750.00000000,4461250.000000,3607750.000000,500mE44610N36075
4461750.00000000,3607750.00000000,4461750.000000,3607750.000000,500mE44615N36075
4462250.00000000,3607750.00000000,4462250.000000,3607750.000000,500mE44620N36075
4462750.00000000,3607750.00000000,4462750.000000,3607750.000000,500mE44625N36075
4505250.00000000,3607750.00000000,4505250.000000,3607750.000000,500mE45050N36075
4505750.00000000,3607750.00000000,4505750.000000,3607750.000000,500mE45055N36075
4506250.00000000,3607750.00000000,4506250.000000,3607750.000000,500mE45060N36075
4506750.00000000,3607750.00000000,4506750.000000,3607750.000000,500mE45065N36075
4507250.00000000,3607750.00000000,4507250.000000,3607750.000000,500mE45070N36075
4507750.00000000,3607750.00000000,4507750.000000,3607750.000000,500mE45075N36075
4508250.00000000,3607750.00000000,4508250.000000,3607750.000000,500mE45080N36075
4508750.00000000,3607750.00000000,4508750.000000,3607750.000000,500mE45085N36075
4509250.00000000,3607750.00000000,4509250.000000,3607750.000000,500mE45090N36075
4509750.00000000,3607750.00000000,4509750.000000,3607750.000000,500mE45095N36075
4510250.00000000,3607750.00000000,4510250.000000,3607750.000000,500mE45100N36075
4510750.00000000,3607750.00000000,4510750.000000,3607750.000000,500mE45105N36075
4511250.00000000,3607750.00000000,4511250.000000,3607750.000000,500mE45110N36075
4511750.00000000,3607750.00000000,4511750.000000,3607750.000000,500mE45115N36075
4512250.00000000,3607750.00000000,4512250.000000,3607750.000000,500mE45120N36075
4512750.00000000,3607750.00000000,4512750.000000,3607750.000000,500mE45125N36075
4513250.00000000,3607750.00000000,4513250.000000,3607750.000000,500mE45130N36075
4513750.00000000,3607750.00000000,4513750.000000,3607750.000000,500mE45135N36075
4514250.00000000,3607750.00000000,4514250.000000,3607750.000000,500mE45140N36075
4458750.00000000,3608250.00000000,4458750.000000,3608250.000000,500mE44585N36080
4459250.00000000,3608250.00000000,4459250.000000,3608250.000000,500mE44590N36080
4459750.00000000,3608250.00000000,4459750.000000,3608250.000000,500mE44595N36080
4460250.00000000,3608250.00000000,4460250.000000,3608250.000000,500mE44600N36080
4460750.00000000,3608250.00000000,4460750.000000,3608250.000000,500mE44605N36080
4461250.00000000,3608250.00000000,4461250.000000,3608250.000000,500mE44610N36080
4461750.00000000,3608250.00000000,4461750.000000,3608250.000000,500mE44615N36080
4462250.00000000,3608250.00000000,4462250.000000,3608250.000000,500mE44620N36080
4462750.00000000,3608250.00000000,4462750.000000,3608250.000000,500mE44625N36080
4463250.00000000,3608250.00000000,4463250.000000,3608250.000000,500mE44630N36080
4505250.00000000,3608250.00000000,4505250.000000,3608250.000000,500mE45050N36080
4505750.00000000,3608250.00000000,4505750.000000,3608250.000000,500mE45055N36080
4506250.00000000,3608250.00000000,4506250.000000,3608250.000000,500mE45060N36080
4506750.00000000,3608250.00000000,4506750.000000,3608250.000000,500mE45065N36080
4507250.00000000,3608250.00000000,4507250.000000,3608250.000000,500mE45070N36080
4507750.00000000,3608250.00000000,4507750.000000,3608250.000000,500mE45075N36080
4508250.00000000,3608250.00000000,4508250.000000,3608250.000000,500mE45080N36080
4508750.00000000,3608250.00000000,4508750.000000,3608250.000000,500mE45085N36080
4509250.00000000,3608250.00000000,4509250.000000,3608250.000000,500mE45090N36080
4509750.00000000,3608250.00000000,4509750.000000,3608250.000000,500mE45095N36080
4510250.00000000,3608250.00000000,4510250.000000,3608250.000000,500mE45100N36080
4510750.00000000,3608250.00000000,4510750.000000,3608250.000000,500mE45105N36080
4511250.00000000,3608250.00000000,4511250.000000,3608250.000000,500mE45110N36080
4511750.00000000,3608250.00000000,4511750.000000,3608250.000000,500mE45115N36080
4512250.00000000,3608250.00000000,4512250.000000,3608250.000000,500mE45120N36080
4512750.00000000,3608250.00000000,4512750.000000,3608250.000000,500mE45125N36080
4513250.00000000,3608250.00000000,4513250.000000,3608250.000000,500mE45130N36080
4513750.00000000,3608250.00000000,4513750.000000,3608250.000000,500mE45135N36080
4514250.00000000,3608250.00000000,4514250.000000,3608250.000000,500mE45140N36080
4458750.00000000,3608750.00000000,4458750.000000,3608750.000000,500mE44585N36085
4459250.00000000,3608750.00000000,4459250.000000,3608750.000000,500mE44590N36085
4459750.00000000,3608750.00000000,4459750.000000,3608750.000000,500mE44595N36085
4460250.00000000,3608750.00000000,4460250.000000,3608750.000000,500mE44600N36085
4460750.00000000,3608750.00000000,4460750.000000,3608750.000000,500mE44605N36085
4461250.00000000,3608750.00000000,4461250.000000,3608750.000000,500mE44610N36085
4461750.00000000,3608750.00000000,4461750.000000,3608750.000000,500mE44615N36085
4462250.00000000,3608750.00000000,4462250.000000,3608750.000000,500mE44620N36085
4462750.00000000,3608750.00000000,4462750.000000,3608750.000000,500mE44625N36085
4463250.00000000,3608750.00000000,4463250.000000,3608750.000000,500mE44630N36085
4463750.00000000,3608750.00000000,4463750.000000,3608750.000000,500mE44635N36085
4504750.00000000,3608750.00000000,4504750.000000,3608750.000000,500mE45045N36085
4505250.00000000,3608750.00000000,4505250.000000,3608750.000000,500mE45050N36085
4505750.00000000,3608750.00000000,4505750.000000,3608750.000000,500mE45055N36085
4506250.00000000,3608750.00000000,4506250.000000,3608750.000000,500mE45060N36085
4506750.00000000,3608750.00000000,4506750.000000,3608750.000000,500mE45065N36085
4507250.00000000,3608750.00000000,4507250.000000,3608750.000000,500mE45070N36085
4507750.00000000,3608750.00000000,4507750.000000,3608750.000000,500mE45075N36085
4508250.00000000,3608750.00000000,4508250.000000,3608750.000000,500mE45080N36085
4508750.00000000,3608750.00000000,4508750.000000,3608750.000000,500mE45085N36085
4509250.00000000,3608750.00000000,4509250.000000,3608750.000000,500mE45090N36085
4509750.00000000,3608750.00000000,4509750.000000,3608750.000000,500mE45095N36085
4510250.00000000,3608750.00000000,4510250.000000,3608750.000000,500mE45100N36085
4510750.00000000,3608750.00000000,4510750.000000,3608750.000000,500mE45105N36085
4511250.00000000,3608750.00000000,4511250.000000,3608750.000000,500mE45110N36085
4511750.00000000,3608750.00000000,4511750.000000,3608750.000000,500mE45115N36085
4512250.00000000,3608750.00000000,4512250.000000,3608750.000000,500mE45120N36085
4512750.00000000,3608750.00000000,4512750.000000,3608750.000000,500mE45125N36085
4513250.00000000,3608750.00000000,4513250.000000,3608750.000000,500mE45130N36085
4513750.00000000,3608750.00000000,4513750.000000,3608750.000000,500mE45135N36085
4514250.00000000,3608750.00000000,4514250.000000,3608750.000000,500mE45140N36085
4514750.00000000,3608750.00000000,4514750.000000,3608750.000000,500mE45145N36085
4515250.00000000,3608750.00000000,4515250.000000,3608750.000000,500mE45150N36085
4458750.00000000,3609250.00000000,4458750.000000,3609250.000000,500mE44585N36090
4459250.00000000,3609250.00000000,4459250.000000,3609250.000000,500mE44590N36090
4459750.00000000,3609250.00000000,4459750.000000,3609250.000000,500mE44595N36090
4460250.00000000,3609250.00000000,4460250.000000,3609250.000000,500mE44600N36090
4460750.00000000,3609250.00000000,4460750.000000,3609250.000000,500mE44605N36090
4461250.00000000,3609250.00000000,4461250.000000,3609250.000000,500mE44610N36090
4461750.00000000,3609250.00000000,4461750.000000,3609250.000000,500mE44615N36090
4462250.00000000,3609250.00000000,4462250.000000,3609250.000000,500mE44620N36090
4462750.00000000,3609250.00000000,4462750.000000,3609250.000000,500mE44625N36090
4463250.00000000,3609250.00000000,4463250.000000,3609250.000000,500mE44630N36090
4463750.00000000,3609250.00000000,4463750.000000,3609250.000000,500mE44635N36090
4464250.00000000,3609250.00000000,4464250.000000,3609250.000000,500mE44640N36090
4464750.00000000,3609250.00000000,4464750.000000,3609250.000000,500mE44645N36090
4483250.00000000,3609250.00000000,4483250.000000,3609250.000000,500mE44830N36090
4483750.00000000,3609250.00000000,4483750.000000,3609250.000000,500mE44835N36090
4484250.00000000,3609250.00000000,4484250.000000,3609250.000000,500mE44840N36090
4484750.00000000,3609250.00000000,4484750.000000,3609250.000000,500mE44845N36090
4504750.00000000,3609250.00000000,4504750.000000,3609250.000000,500mE45045N36090
4505250.00000000,3609250.00000000,4505250.000000,3609250.000000,500mE45050N36090
4505750.00000000,3609250.00000000,4505750.000000,3609250.000000,500mE45055N36090
4506250.00000000,3609250.00000000,4506250.000000,3609250.000000,500mE45060N36090
4506750.00000000,3609250.00000000,4506750.000000,3609250.000000,500mE45065N36090
4507250.00000000,3609250.00000000,4507250.000000,3609250.000000,500mE45070N36090
4507750.00000000,3609250.00000000,4507750.000000,3609250.000000,500mE45075N36090
4508250.00000000,3609250.00000000,4508250.000000,3609250.000000,500mE45080N36090
4508750.00000000,3609250.00000000,4508750.000000,3609250.000000,500mE45085N36090
4509250.00000000,3609250.00000000,4509250.000000,3609250.000000,500mE45090N36090
4509750.00000000,3609250.00000000,4509750.000000,3609250.000000,500mE45095N36090
4510250.00000000,3609250.00000000,4510250.000000,3609250.000000,500mE45100N36090
4510750.00000000,3609250.00000000,4510750.000000,3609250.000000,500mE45105N36090
4511250.00000000,3609250.00000000,4511250.000000,3609250.000000,500mE45110N36090
4511750.00000000,3609250.00000000,4511750.000000,3609250.000000,500mE45115N36090
4512250.00000000,3609250.00000000,4512250.000000,3609250.000000,500mE45120N36090
4512750.00000000,3609250.00000000,4512750.000000,3609250.000000,500mE45125N36090
4513250.00000000,3609250.00000000,4513250.000000,3609250.000000,500mE45130N36090
4513750.00000000,3609250.00000000,4513750.000000,3609250.000000,500mE45135N36090
4514250.00000000,3609250.00000000,4514250.000000,3609250.000000,500mE45140N36090
4514750.00000000,3609250.00000000,4514750.000000,3609250.000000,500mE45145N36090
4515250.00000000,3609250.00000000,4515250.000000,3609250.000000,500mE45150N36090
4460750.00000000,3609750.00000000,4460750.000000,3609750.000000,500mE44605N36095
4461250.00000000,3609750.00000000,4461250.000000,3609750.000000,500mE44610N36095
4461750.00000000,3609750.00000000,4461750.000000,3609750.000000,500mE44615N36095
4462250.00000000,3609750.00000000,4462250.000000,3609750.000000,500mE44620N36095
4462750.00000000,3609750.00000000,4462750.000000,3609750.000000,500mE44625N36095
4463250.00000000,3609750.00000000,4463250.000000,3609750.000000,500mE44630N36095
4463750.00000000,3609750.00000000,4463750.000000,3609750.000000,500mE44635N36095
4464250.00000000,3609750.00000000,4464250.000000,3609750.000000,500mE44640N36095
4464750.00000000,3609750.00000000,4464750.000000,3609750.000000,500mE44645N36095
4465250.00000000,3609750.00000000,4465250.000000,3609750.000000,500mE44650N36095
4483250.00000000,3609750.00000000,4483250.000000,3609750.000000,500mE44830N36095
4483750.00000000,3609750.00000000,4483750.000000,3609750.000000,500mE44835N36095
4484250.00000000,3609750.00000000,4484250.000000,3609750.000000,500mE44840N36095
4484750.00000000,3609750.00000000,4484750.000000,3609750.000000,500mE44845N36095
4485250.00000000,3609750.00000000,4485250.000000,3609750.000000,500mE44850N36095
4504750.00000000,3609750.00000000,4504750.000000,3609750.000000,500mE45045N36095
4505250.00000000,3609750.00000000,4505250.000000,3609750.000000,500mE45050N36095
4505750.00000000,3609750.00000000,4505750.000000,3609750.000000,500mE45055N36095
4506250.00000000,3609750.00000000,4506250.000000,3609750.000000,500mE45060N36095
4506750.00000000,3609750.00000000,4506750.000000,3609750.000000,500mE45065N36095
4507250.00000000,3609750.00000000,4507250.000000,3609750.000000,500mE45070N36095
4507750.00000000,3609750.00000000,4507750.000000,3609750.000000,500mE45075N36095
4508250.00000000,3609750.00000000,4508250.000000,3609750.000000,500mE45080N36095
4508750.00000000,3609750.00000000,4508750.000000,3609750.000000,500mE45085N36095
4509250.00000000,3609750.00000000,4509250.000000,3609750.000000,500mE45090N36095
4509750.00000000,3609750.00000000,4509750.000000,3609750.000000,500mE45095N36095
4510250.00000000,3609750.00000000,4510250.000000,3609750.000000,500mE45100N36095
4510750.00000000,3609750.00000000,4510750.000000,3609750.000000,500mE45105N36095
4511250.00000000,3609750.00000000,4511250.000000,3609750.000000,500mE45110N36095
4511750.00000000,3609750.00000000,4511750.000000,3609750.000000,500mE45115N36095
4512250.00000000,3609750.00000000,4512250.000000,3609750.000000,500mE45120N36095
4512750.00000000,3609750.00000000,4512750.000000,3609750.000000,500mE45125N36095
4513250.00000000,3609750.00000000,4513250.000000,3609750.000000,500mE45130N36095
4513750.00000000,3609750.00000000,4513750.000000,3609750.000000,500mE45135N36095
4514250.00000000,3609750.00000000,4514250.000000,3609750.000000,500mE45140N36095
4514750.00000000,3609750.00000000,4514750.000000,3609750.000000,500mE45145N36095
4515250.00000000,3609750.00000000,4515250.000000,3609750.000000,500mE45150N36095
4460750.00000000,3610250.00000000,4460750.000000,3610250.000000,500mE44605N36100
4461250.00000000,3610250.00000000,4461250.000000,3610250.000000,500mE44610N36100
4461750.00000000,3610250.00000000,4461750.000000,3610250.000000,500mE44615N36100
4462250.00000000,3610250.00000000,4462250.000000,3610250.000000,500mE44620N36100
4462750.00000000,3610250.00000000,4462750.000000,3610250.000000,500mE44625N36100
4463250.00000000,3610250.00000000,4463250.000000,3610250.000000,500mE44630N36100
4463750.00000000,3610250.00000000,4463750.000000,3610250.000000,500mE44635N36100
4464250.00000000,3610250.00000000,4464250.000000,3610250.000000,500mE44640N36100
4464750.00000000,3610250.00000000,4464750.000000,3610250.000000,500mE44645N36100
4465250.00000000,3610250.00000000,4465250.000000,3610250.000000,500mE44650N36100
4465750.00000000,3610250.00000000,4465750.000000,3610250.000000,500mE44655N36100
4482750.00000000,3610250.00000000,4482750.000000,3610250.000000,500mE44825N36100
4483250.00000000,3610250.00000000,4483250.000000,3610250.000000,500mE44830N36100
4483750.00000000,3610250.00000000,4483750.000000,3610250.000000,500mE44835N36100
4484250.00000000,3610250.00000000,4484250.000000,3610250.000000,500mE44840N36100
4484750.00000000,3610250.00000000,4484750.000000,3610250.000000,500mE44845N36100
4485250.00000000,3610250.00000000,4485250.000000,3610250.000000,500mE44850N36100
4485750.00000000,3610250.00000000,4485750.000000,3610250.000000,500mE44855N36100
4503750.00000000,3610250.00000000,4503750.000000,3610250.000000,500mE45035N36100
4504250.00000000,3610250.00000000,4504250.000000,3610250.000000,500mE45040N36100
4504750.00000000,3610250.00000000,4504750.000000,3610250.000000,500mE45045N36100
4505250.00000000,3610250.00000000,4505250.000000,3610250.000000,500mE45050N36100
4505750.00000000,3610250.00000000,4505750.000000,3610250.000000,500mE45055N36100
4506250.00000000,3610250.00000000,4506250.000000,3610250.000000,500mE45060N36100
4506750.00000000,3610250.00000000,4506750.000000,3610250.000000,500mE45065N36100
4507250.00000000,3610250.00000000,4507250.000000,3610250.000000,500mE45070N36100
4507750.00000000,3610250.00000000,4507750.000000,3610250.000000,500mE45075N36100
4508250.00000000,3610250.00000000,4508250.000000,3610250.000000,500mE45080N36100
4508750.00000000,3610250.00000000,4508750.000000,3610250.000000,500mE45085N36100
4509250.00000000,3610250.00000000,4509250.000000,3610250.000000,500mE45090N36100
4509750.00000000,3610250.00000000,4509750.000000,3610250.000000,500mE45095N36100
4510250.00000000,3610250.00000000,4510250.000000,3610250.000000,500mE45100N36100
