XCoord,YCoord,layer
4476750,3639750,0
4477250,3639750,0
4477750,3639750,0
4478250,3639750,0
4478750,3639750,0
4479250,3639750,0
4479750,3639750,0
4480250,3639750,0
4480750,3639750,0
4481250,3639750,0
4481750,3639750,0
4482250,3639750,0
4482750,3639750,0
4483250,3639750,0
4483750,3639750,0
4484250,3639750,0
4484750,3639750,0
4485250,3639750,0
4485750,3639750,0
4486250,3639750,0
4486750,3639750,0
4487250,3639750,0
4487750,3639750,0
4488250,3639750,0
4488750,3639750,0
4489250,3639750,0.0723646179049848
4489750,3639750,1
4490250,3639750,1
4490750,3639750,1
4491250,3639750,1
4491750,3639750,1
4492250,3639750,1
4492750,3639750,1
4493250,3639750,1
4493750,3639750,1
4494250,3639750,1
4494750,3639750,1
4495250,3639750,1
4495750,3639750,1
4496250,3639750,1
4496750,3639750,1
4497250,3639750,1
4497750,3639750,1
4498250,3639750,1
4498750,3639750,1
4499250,3639750,1
4499750,3639750,1
4500250,3639750,1
4500750,3639750,0.337324257132428
4501250,3639750,0
4501750,3639750,0
4502250,3639750,0
4502750,3639750,0
4503250,3639750,0
4503750,3639750,0
4504250,3639750,0
4504750,3639750,0
4505250,3639750,0
4505750,3639750,0
4506250,3639750,0
4506750,3639750,0
4507250,3639750,0
4507750,3639750,0
4508250,3639750,0
4508750,3639750,0
4509250,3639750,0
4509750,3639750,0
4510250,3639750,0
4510750,3639750,0
4511250,3639750,0
4511750,3639750,0
4512250,3639750,0
4512750,3639750,0
4513250,3639750,0
4513750,3639750,0
4459750,3639250,0
4460250,3639250,0
4460750,3639250,0
4461250,3639250,0
4461750,3639250,0
4462250,3639250,0
4462750,3639250,0
4463250,3639250,0
4463750,3639250,0
4464250,3639250,0
4464750,3639250,0
4465250,3639250,0
4465750,3639250,0
4466250,3639250,0
4466750,3639250,0
4467250,3639250,0
4467750,3639250,0
4468250,3639250,0
4468750,3639250,0
4469250,3639250,0
4469750,3639250,0
4470250,3639250,0
4470750,3639250,0
4471250,3639250,0
4471750,3639250,0
4472250,3639250,0
4472750,3639250,0
4473250,3639250,0
4473750,3639250,0
4474250,3639250,0
4474750,3639250,0
4475250,3639250,0
4475750,3639250,0
4476250,3639250,0
4476750,3639250,0
4477250,3639250,0
4477750,3639250,0
4478250,3639250,0
4478750,3639250,0
4479250,3639250,0
4479750,3639250,0
4480250,3639250,0
4480750,3639250,0
4481250,3639250,0
4481750,3639250,0
4482250,3639250,0
4482750,3639250,0
4483250,3639250,0
4483750,3639250,0
4484250,3639250,0
4484750,3639250,0
4485250,3639250,0
4485750,3639250,0
4486250,3639250,0
4486750,3639250,0
4487250,3639250,0
4487750,3639250,0
4488250,3639250,0
4488750,3639250,0
4489250,3639250,0
4489750,3639250,1
4490250,3639250,1
4490750,3639250,1
4491250,3639250,1
4491750,3639250,1
4492250,3639250,1
4492750,3639250,1
4493250,3639250,1
4493750,3639250,1
4494250,3639250,1
4494750,3639250,1
4495250,3639250,1
4495750,3639250,1
4496250,3639250,1
4496750,3639250,1
4497250,3639250,1
4497750,3639250,1
4498250,3639250,1
4498750,3639250,1
4499250,3639250,1
4499750,3639250,1
4500250,3639250,1
4500750,3639250,1
4501250,3639250,0.279667799532829
4501750,3639250,0
4502250,3639250,0
4502750,3639250,0
4503250,3639250,0
4503750,3639250,0
4504250,3639250,0
4504750,3639250,0
4505250,3639250,0
4505750,3639250,0
4506250,3639250,0
4506750,3639250,0
4507250,3639250,0
4507750,3639250,0
4508250,3639250,0
4508750,3639250,0
4509250,3639250,0
4509750,3639250,0
4510250,3639250,0
4510750,3639250,0
4511250,3639250,0
4511750,3639250,0
4512250,3639250,0
4512750,3639250,0
4513250,3639250,0
4513750,3639250,0
4459750,3638750,0
4460250,3638750,0
4460750,3638750,0
4461250,3638750,0
4461750,3638750,0
4462250,3638750,0
4462750,3638750,0
4463250,3638750,0
4463750,3638750,0
4464250,3638750,0
4464750,3638750,0
4465250,3638750,0
4465750,3638750,0
4466250,3638750,0
4466750,3638750,0
4467250,3638750,0
4467750,3638750,0
4468250,3638750,0
4468750,3638750,0
4469250,3638750,0
4469750,3638750,0
4470250,3638750,0
4470750,3638750,0
4471250,3638750,0
4471750,3638750,0
4472250,3638750,0
4472750,3638750,0
4473250,3638750,0
4473750,3638750,0
4474250,3638750,0
4474750,3638750,0
4475250,3638750,0
4475750,3638750,0
4476250,3638750,0
4476750,3638750,0
4477250,3638750,0
4477750,3638750,0
4478250,3638750,0
4478750,3638750,0
4479250,3638750,0
4479750,3638750,0
4480250,3638750,0
4480750,3638750,0
4481250,3638750,0
4481750,3638750,0
4482250,3638750,0
4482750,3638750,0
4483250,3638750,0
4483750,3638750,0
4484250,3638750,0
4484750,3638750,0
4485250,3638750,0
4485750,3638750,0
4486250,3638750,0
4486750,3638750,0
4487250,3638750,0
4487750,3638750,0
4488250,3638750,0
4488750,3638750,0
4489250,3638750,0
4489750,3638750,1
4490250,3638750,1
4490750,3638750,1
4491250,3638750,1
4491750,3638750,1
4492250,3638750,1
4492750,3638750,1
4493250,3638750,1
4493750,3638750,1
4494250,3638750,1
4494750,3638750,1
4495250,3638750,1
4495750,3638750,1
4496250,3638750,1
4496750,3638750,1
4497250,3638750,1
4497750,3638750,1
4498250,3638750,1
4498750,3638750,1
4499250,3638750,1
4499750,3638750,1
4500250,3638750,1
4500750,3638750,1
4501250,3638750,1
4501750,3638750,0.347069549630133
4502250,3638750,0
4502750,3638750,0
4503250,3638750,0
4503750,3638750,0
4504250,3638750,0
4504750,3638750,0
4505250,3638750,0
4505750,3638750,0
4506250,3638750,0
4506750,3638750,0
4507250,3638750,0
4507750,3638750,0
4508250,3638750,0
4508750,3638750,0
4509250,3638750,0
4509750,3638750,0
4510250,3638750,0
4510750,3638750,0
4511250,3638750,0
4511750,3638750,0
4512250,3638750,0
4512750,3638750,0
4513250,3638750,0
4513750,3638750,0
4459750,3638250,0
4460250,3638250,0
4460750,3638250,0
4461250,3638250,0
4461750,3638250,0
4462250,3638250,0
4462750,3638250,0
4463250,3638250,0
4463750,3638250,0
4464250,3638250,0
4464750,3638250,0
4465250,3638250,0
4465750,3638250,0
4466250,3638250,0
4466750,3638250,0
4467250,3638250,0
4467750,3638250,0
4468250,3638250,0
4468750,3638250,0
4469250,3638250,0
4469750,3638250,0
4470250,3638250,0
4470750,3638250,0
4471250,3638250,0
4471750,3638250,0
4472250,3638250,0
4472750,3638250,0
4473250,3638250,0
4473750,3638250,0
4474250,3638250,0
4474750,3638250,0
4475250,3638250,0
4475750,3638250,0
4476250,3638250,0
4476750,3638250,0
4477250,3638250,0
4477750,3638250,0
4478250,3638250,0
4478750,3638250,0
4479250,3638250,0
4479750,3638250,0
4480250,3638250,0
4480750,3638250,0
4481250,3638250,0
4481750,3638250,0
4482250,3638250,0
4482750,3638250,0
4483250,3638250,0
4483750,3638250,0
4484250,3638250,0
4484750,3638250,0
4485250,3638250,0
4485750,3638250,0
4486250,3638250,0
4486750,3638250,0
4487250,3638250,0
4487750,3638250,0
4488250,3638250,0
4488750,3638250,0
4489250,3638250,0
4489750,3638250,1
4490250,3638250,1
4490750,3638250,1
4491250,3638250,1
4491750,3638250,1
4492250,3638250,1
4492750,3638250,1
4493250,3638250,1
4493750,3638250,1
4494250,3638250,1
4494750,3638250,1
4495250,3638250,1
4495750,3638250,1
4496250,3638250,1
4496750,3638250,1
4497250,3638250,1
4497750,3638250,1
4498250,3638250,1
4498750,3638250,1
4499250,3638250,1
4499750,3638250,1
4500250,3638250,1
4500750,3638250,1
4501250,3638250,1
4501750,3638250,1
4502250,3638250,0
4502750,3638250,0
4503250,3638250,0
4503750,3638250,0
4504250,3638250,0
4504750,3638250,0
4505250,3638250,0
4505750,3638250,0
4506250,3638250,0
4506750,3638250,0
4507250,3638250,0
4507750,3638250,0
4508250,3638250,0
4508750,3638250,0
4509250,3638250,0
4509750,3638250,0
4510250,3638250,0
4510750,3638250,0
4511250,3638250,0
4511750,3638250,0
4512250,3638250,0
4512750,3638250,0
4513250,3638250,0
4513750,3638250,0
4459750,3637750,0
4460250,3637750,0
4460750,3637750,0
4461250,3637750,0
4461750,3637750,0
4462250,3637750,0
4462750,3637750,0
4463250,3637750,0
4463750,3637750,0
4464250,3637750,0
4464750,3637750,0
4465250,3637750,0
4465750,3637750,0
4466250,3637750,0
4466750,3637750,0
4467250,3637750,0
4467750,3637750,0
4468250,3637750,0
4468750,3637750,0
4469250,3637750,0
4469750,3637750,0
4470250,3637750,0
4470750,3637750,0
4471250,3637750,0
4471750,3637750,0
4472250,3637750,0
4472750,3637750,0
4473250,3637750,0
4473750,3637750,0
4474250,3637750,0
4474750,3637750,0
4475250,3637750,0
4475750,3637750,0
4476250,3637750,0
4476750,3637750,0
4477250,3637750,0
4477750,3637750,0
4478250,3637750,0
4478750,3637750,0
4479250,3637750,0
4479750,3637750,0
4480250,3637750,0
4480750,3637750,0
4481250,3637750,0
4481750,3637750,0
4482250,3637750,0
4482750,3637750,0
4483250,3637750,0
4483750,3637750,0
4484250,3637750,0
4484750,3637750,0
4485250,3637750,0
4485750,3637750,0
4486250,3637750,0
4486750,3637750,0
4487250,3637750,0
4487750,3637750,0
4488250,3637750,0
4488750,3637750,0
4489250,3637750,0.298006899146756
4489750,3637750,1
4490250,3637750,1
4490750,3637750,1
4491250,3637750,1
4491750,3637750,1
4492250,3637750,1
4492750,3637750,1
4493250,3637750,1
4493750,3637750,1
4494250,3637750,1
4494750,3637750,1
4495250,3637750,1
4495750,3637750,1
4496250,3637750,1
4496750,3637750,1
4497250,3637750,1
4497750,3637750,1
4498250,3637750,1
4498750,3637750,1
4499250,3637750,1
4499750,3637750,1
4500250,3637750,1
4500750,3637750,1
4501250,3637750,1
4501750,3637750,1
4502250,3637750,0
4502750,3637750,0
4503250,3637750,0
4503750,3637750,0
4504250,3637750,0
4504750,3637750,0
4505250,3637750,0
4505750,3637750,0
4506250,3637750,0
4506750,3637750,0
4507250,3637750,0
4507750,3637750,0
4508250,3637750,0
4508750,3637750,0
4509250,3637750,0
4509750,3637750,0
4510250,3637750,0
4510750,3637750,0
4511250,3637750,0
4511750,3637750,0
4512250,3637750,0
4512750,3637750,0
4513250,3637750,0
4513750,3637750,0
4459750,3637250,0
4460250,3637250,0
4460750,3637250,0
4461250,3637250,0
4461750,3637250,0
4462250,3637250,0
4462750,3637250,0
4463250,3637250,0
4463750,3637250,0
4464250,3637250,0
4464750,3637250,0
4465250,3637250,0
4465750,3637250,0
4466250,3637250,0
4466750,3637250,0
4467250,3637250,0
4467750,3637250,0
4468250,3637250,0
4468750,3637250,0
4469250,3637250,0
4469750,3637250,0
4470250,3637250,0
4470750,3637250,0
4471250,3637250,0
4471750,3637250,0
4472250,3637250,0
4472750,3637250,0
4473250,3637250,0
4473750,3637250,0
4474250,3637250,0
4474750,3637250,0
4475250,3637250,0
4475750,3637250,0
4476250,3637250,0
4476750,3637250,0
4477250,3637250,0
4477750,3637250,0
4478250,3637250,0
4478750,3637250,0
4479250,3637250,0
4479750,3637250,0
4480250,3637250,0
4480750,3637250,0
4481250,3637250,0
4481750,3637250,0
4482250,3637250,0
4482750,3637250,0
4483250,3637250,0
4483750,3637250,0
4484250,3637250,0
4484750,3637250,0
4485250,3637250,0
4485750,3637250,0
4486250,3637250,0
4486750,3637250,0
4487250,3637250,0
4487750,3637250,0
4488250,3637250,0
4488750,3637250,0
4489250,3637250,0.391529612399137
4489750,3637250,1
4490250,3637250,1
4490750,3637250,1
4491250,3637250,1
4491750,3637250,1
4492250,3637250,1
4492750,3637250,1
4493250,3637250,1
4493750,3637250,1
4494250,3637250,1
4494750,3637250,1
4495250,3637250,1
4495750,3637250,1
4496250,3637250,1
4496750,3637250,1
4497250,3637250,1
4497750,3637250,1
4498250,3637250,1
4498750,3637250,1
4499250,3637250,1
4499750,3637250,1
4500250,3637250,1
4500750,3637250,1
4501250,3637250,1
4501750,3637250,1
4502250,3637250,0.953632546923265
4502750,3637250,0
4503250,3637250,0
4503750,3637250,0
4504250,3637250,0
4504750,3637250,0
4505250,3637250,0
4505750,3637250,0
4506250,3637250,0
4506750,3637250,0
4507250,3637250,0
4507750,3637250,0
4508250,3637250,0
4508750,3637250,0
4509250,3637250,0
4509750,3637250,0
4510250,3637250,0
4510750,3637250,0
4511250,3637250,0
4511750,3637250,0
4512250,3637250,0
4512750,3637250,0
4513250,3637250,0
4513750,3637250,0
4459750,3636750,0
4460250,3636750,0
4460750,3636750,0
4461250,3636750,0
4461750,3636750,0
4462250,3636750,0
4462750,3636750,0
4463250,3636750,0
4463750,3636750,0
4464250,3636750,0
4464750,3636750,0
4465250,3636750,0
4465750,3636750,0
4466250,3636750,0
4466750,3636750,0
4467250,3636750,0
4467750,3636750,0
4468250,3636750,0
4468750,3636750,0
4469250,3636750,0
4469750,3636750,0
4470250,3636750,0
4470750,3636750,0
4471250,3636750,0
4471750,3636750,0
4472250,3636750,0
4472750,3636750,0
4473250,3636750,0
4473750,3636750,0
4474250,3636750,0
4474750,3636750,0
4475250,3636750,0
4475750,3636750,0
4476250,3636750,0
4476750,3636750,0
4477250,3636750,0
4477750,3636750,0
4478250,3636750,0
4478750,3636750,0
4479250,3636750,0
4479750,3636750,0
4480250,3636750,0
4480750,3636750,0
4481250,3636750,0
4481750,3636750,0
4482250,3636750,0
4482750,3636750,0
4483250,3636750,0
4483750,3636750,0
4484250,3636750,0
4484750,3636750,0
4485250,3636750,0
4485750,3636750,0
4486250,3636750,0
4486750,3636750,0
4487250,3636750,0
4487750,3636750,0
4488250,3636750,0
4488750,3636750,0
4489250,3636750,0.838216990963889
4489750,3636750,1
4490250,3636750,1
4490750,3636750,1
4491250,3636750,1
4491750,3636750,1
4492250,3636750,1
4492750,3636750,1
4493250,3636750,1
4493750,3636750,1
4494250,3636750,1
4494750,3636750,1
4495250,3636750,1
4495750,3636750,1
4496250,3636750,1
4496750,3636750,1
4497250,3636750,1
4497750,3636750,1
4498250,3636750,1
4498750,3636750,1
4499250,3636750,1
4499750,3636750,1
4500250,3636750,1
4500750,3636750,1
4501250,3636750,1
4501750,3636750,1
4502250,3636750,0.953632546923265
4502750,3636750,0
4503250,3636750,0
4503750,3636750,0
4504250,3636750,0
4504750,3636750,0
4505250,3636750,0
4505750,3636750,0
4506250,3636750,0
4506750,3636750,0
4507250,3636750,0
4507750,3636750,0
4508250,3636750,0
4508750,3636750,0
4509250,3636750,0
4509750,3636750,0
4510250,3636750,0
4510750,3636750,0
4511250,3636750,0
4511750,3636750,0
4512250,3636750,0
4512750,3636750,0
4513250,3636750,0
4513750,3636750,0
4459750,3636250,0
4460250,3636250,0
4460750,3636250,0
4461250,3636250,0
4461750,3636250,0
4462250,3636250,0
4462750,3636250,0
4463250,3636250,0
4463750,3636250,0
4464250,3636250,0
4464750,3636250,0
4465250,3636250,0
4465750,3636250,0
4466250,3636250,0
4466750,3636250,0
4467250,3636250,0
4467750,3636250,0
4468250,3636250,0
4468750,3636250,0
4469250,3636250,0
4469750,3636250,0
4470250,3636250,0
4470750,3636250,0
4471250,3636250,0
4471750,3636250,0
4472250,3636250,0
4472750,3636250,0
4473250,3636250,0
4473750,3636250,0
4474250,3636250,0
4474750,3636250,0
4475250,3636250,0
4475750,3636250,0
4476250,3636250,0
4476750,3636250,0
4477250,3636250,0
4477750,3636250,0
4478250,3636250,0
4478750,3636250,0
4479250,3636250,0
4479750,3636250,0
4480250,3636250,0
4480750,3636250,0
4481250,3636250,0
4481750,3636250,0
4482250,3636250,0
4482750,3636250,0
4483250,3636250,0
4483750,3636250,0
4484250,3636250,0
4484750,3636250,0
4485250,3636250,0
4485750,3636250,0
4486250,3636250,0
4486750,3636250,0
4487250,3636250,0
4487750,3636250,0
4488250,3636250,0
4488750,3636250,0
4489250,3636250,1
4489750,3636250,1
4490250,3636250,1
4490750,3636250,1
4491250,3636250,1
4491750,3636250,1
4492250,3636250,1
4492750,3636250,1
4493250,3636250,1
4493750,3636250,1
4494250,3636250,1
4494750,3636250,1
4495250,3636250,1
4495750,3636250,1
4496250,3636250,1
4496750,3636250,1
4497250,3636250,1
4497750,3636250,1
4498250,3636250,1
4498750,3636250,1
4499250,3636250,1
4499750,3636250,1
4500250,3636250,1
4500750,3636250,1
4501250,3636250,1
4501750,3636250,1
4502250,3636250,0.953632546923265
4502750,3636250,0
4503250,3636250,0
4503750,3636250,0
4504250,3636250,0
4504750,3636250,0
4505250,3636250,0
4505750,3636250,0
4506250,3636250,0
4506750,3636250,0
4507250,3636250,0
4507750,3636250,0
4508250,3636250,0
4508750,3636250,0
4509250,3636250,0
4509750,3636250,0
4510250,3636250,0
4510750,3636250,0
4511250,3636250,0
4511750,3636250,0
4512250,3636250,0
4512750,3636250,0
4513250,3636250,0
4513750,3636250,0
4459750,3635750,0
4460250,3635750,0
4460750,3635750,0
4461250,3635750,0
4461750,3635750,0
4462250,3635750,0
4462750,3635750,0
4463250,3635750,0
4463750,3635750,0
4464250,3635750,0
4464750,3635750,0
4465250,3635750,0
4465750,3635750,0
4466250,3635750,0
4466750,3635750,0
4467250,3635750,0
4467750,3635750,0
4468250,3635750,0
4468750,3635750,0
4469250,3635750,0
4469750,3635750,0
4470250,3635750,0
4470750,3635750,0
4471250,3635750,0
4471750,3635750,0
4472250,3635750,0
4472750,3635750,0
4473250,3635750,0
4473750,3635750,0
4474250,3635750,0
4474750,3635750,0
4475250,3635750,0
4475750,3635750,0
4476250,3635750,0
4476750,3635750,0
4477250,3635750,0
4477750,3635750,0
4478250,3635750,0
4478750,3635750,0
4479250,3635750,0
4479750,3635750,0
4480250,3635750,0
4480750,3635750,0
4481250,3635750,0
4481750,3635750,0
4482250,3635750,0
4482750,3635750,0
4483250,3635750,0
4483750,3635750,0
4484250,3635750,0
4484750,3635750,0
4485250,3635750,0
4485750,3635750,0
4486250,3635750,0
4486750,3635750,0
4487250,3635750,0
4487750,3635750,0
4488250,3635750,0
4488750,3635750,0
4489250,3635750,1
4489750,3635750,1
4490250,3635750,1
4490750,3635750,1
4491250,3635750,1
4491750,3635750,1
4492250,3635750,1
4492750,3635750,1
4493250,3635750,1
4493750,3635750,1
4494250,3635750,1
4494750,3635750,1
4495250,3635750,1
4495750,3635750,1
4496250,3635750,1
4496750,3635750,1
4497250,3635750,1
4497750,3635750,1
4498250,3635750,1
4498750,3635750,1
4499250,3635750,1
4499750,3635750,1
4500250,3635750,1
4500750,3635750,1
4501250,3635750,1
4501750,3635750,1
4502250,3635750,0.953632546923265
4502750,3635750,0
4503250,3635750,0
4503750,3635750,0
4504250,3635750,0
4504750,3635750,0
4505250,3635750,0
4505750,3635750,0
4506250,3635750,0
4506750,3635750,0
4507250,3635750,0
4507750,3635750,0
4508250,3635750,0
4508750,3635750,0
4509250,3635750,0
4509750,3635750,0
4510250,3635750,0
4510750,3635750,0
4511250,3635750,0
4511750,3635750,0
4512250,3635750,0
4512750,3635750,0
4513250,3635750,0
4513750,3635750,0
4459750,3635250,0
4460250,3635250,0
4460750,3635250,0
4461250,3635250,0
4461750,3635250,0
4462250,3635250,0
4462750,3635250,0
4463250,3635250,0
4463750,3635250,0
4464250,3635250,0
4464750,3635250,0
4465250,3635250,0
4465750,3635250,0
4466250,3635250,0
4466750,3635250,0
4467250,3635250,0
4467750,3635250,0
4468250,3635250,0
4468750,3635250,0
4469250,3635250,0
4469750,3635250,0
4470250,3635250,0
4470750,3635250,0
4471250,3635250,0
4471750,3635250,0
4472250,3635250,0
4472750,3635250,0
4473250,3635250,0
4473750,3635250,0
4474250,3635250,0
4474750,3635250,0
4475250,3635250,0
4475750,3635250,0
4476250,3635250,0
4476750,3635250,0
4477250,3635250,0
4477750,3635250,0
4478250,3635250,0
4478750,3635250,0
4479250,3635250,0
4479750,3635250,0
4480250,3635250,0
4480750,3635250,0
4481250,3635250,0
4481750,3635250,0
4482250,3635250,0
4482750,3635250,0
4483250,3635250,0
4483750,3635250,0
4484250,3635250,0
4484750,3635250,0
4485250,3635250,0
4485750,3635250,0
4486250,3635250,0
4486750,3635250,0
4487250,3635250,0
4487750,3635250,0
4488250,3635250,0
4488750,3635250,0
4489250,3635250,1
4489750,3635250,1
4490250,3635250,1
4490750,3635250,1
4491250,3635250,1
4491750,3635250,1
4492250,3635250,1
4492750,3635250,1
4493250,3635250,1
4493750,3635250,1
4494250,3635250,1
4494750,3635250,1
4495250,3635250,1
4495750,3635250,1
4496250,3635250,1
4496750,3635250,1
4497250,3635250,1
4497750,3635250,1
4498250,3635250,1
4498750,3635250,1
4499250,3635250,1
4499750,3635250,1
4500250,3635250,1
4500750,3635250,1
4501250,3635250,1
4501750,3635250,1
4502250,3635250,0
4502750,3635250,0
4503250,3635250,0
4503750,3635250,0
4504250,3635250,0
4504750,3635250,0
4505250,3635250,0
4505750,3635250,0
4506250,3635250,0
4506750,3635250,0
4507250,3635250,0
4507750,3635250,0
4508250,3635250,0
4508750,3635250,0
4509250,3635250,0
4509750,3635250,0
4510250,3635250,0
4510750,3635250,0
4511250,3635250,0
4511750,3635250,0
4512250,3635250,0
4512750,3635250,0
4513250,3635250,0
4513750,3635250,0
4459750,3634750,0
4460250,3634750,0
4460750,3634750,0
4461250,3634750,0
4461750,3634750,0
4462250,3634750,0
4462750,3634750,0
4463250,3634750,0
4463750,3634750,0
4464250,3634750,0
4464750,3634750,0
4465250,3634750,0
4465750,3634750,0
4466250,3634750,0
4466750,3634750,0
4467250,3634750,0
4467750,3634750,0
4468250,3634750,0
4468750,3634750,0
4469250,3634750,0
4469750,3634750,0
4470250,3634750,0
4470750,3634750,0
4471250,3634750,0
4471750,3634750,0
4472250,3634750,0
4472750,3634750,0
4473250,3634750,0
4473750,3634750,0
4474250,3634750,0
4474750,3634750,0
4475250,3634750,0
4475750,3634750,0
4476250,3634750,0
4476750,3634750,0
4477250,3634750,0
4477750,3634750,0
4478250,3634750,0
4478750,3634750,0
4479250,3634750,0
4479750,3634750,0
4480250,3634750,0
4480750,3634750,0
4481250,3634750,0
4481750,3634750,0
4482250,3634750,0
4482750,3634750,0
4483250,3634750,0
4483750,3634750,0
4484250,3634750,0
4484750,3634750,0
4485250,3634750,0
4485750,3634750,0
4486250,3634750,0
4486750,3634750,0
4487250,3634750,0
4487750,3634750,0
4488250,3634750,0
4488750,3634750,0
4489250,3634750,1
4489750,3634750,1
4490250,3634750,1
4490750,3634750,1
4491250,3634750,1
4491750,3634750,1
4492250,3634750,1
4492750,3634750,1
4493250,3634750,1
4493750,3634750,1
4494250,3634750,1
4494750,3634750,1
4495250,3634750,1
4495750,3634750,1
4496250,3634750,1
4496750,3634750,1
4497250,3634750,1
4497750,3634750,1
4498250,3634750,1
4498750,3634750,1
4499250,3634750,1
4499750,3634750,1
4500250,3634750,1
4500750,3634750,1
4501250,3634750,1
4501750,3634750,1
4502250,3634750,0
4502750,3634750,0
4503250,3634750,0
4503750,3634750,0
4504250,3634750,0
4504750,3634750,0
4505250,3634750,0
4505750,3634750,0
4506250,3634750,0
4506750,3634750,0
4507250,3634750,0
4507750,3634750,0
4508250,3634750,0
4508750,3634750,0
4509250,3634750,0
4509750,3634750,0
4510250,3634750,0
4510750,3634750,0
4511250,3634750,0
4511750,3634750,0
4512250,3634750,0
4512750,3634750,0
4513250,3634750,0
4513750,3634750,0
4459750,3634250,0
4460250,3634250,0
4460750,3634250,0
4461250,3634250,0
4461750,3634250,0
4462250,3634250,0
4462750,3634250,0
4463250,3634250,0
4463750,3634250,0
4464250,3634250,0
4464750,3634250,0
4465250,3634250,0
4465750,3634250,0
4466250,3634250,0
4466750,3634250,0
4467250,3634250,0
4467750,3634250,0
4468250,3634250,0
4468750,3634250,0
4469250,3634250,0
4469750,3634250,0
4470250,3634250,0
4470750,3634250,0
4471250,3634250,0
4471750,3634250,0
4472250,3634250,0
4472750,3634250,0
4473250,3634250,0
4473750,3634250,0
4474250,3634250,0
4474750,3634250,0
4475250,3634250,0
4475750,3634250,0
4476250,3634250,0
4476750,3634250,0
4477250,3634250,0
4477750,3634250,0
4478250,3634250,0
4478750,3634250,0
4479250,3634250,0
4479750,3634250,0
4480250,3634250,0
4480750,3634250,0
4481250,3634250,0
4481750,3634250,0
4482250,3634250,0
4482750,3634250,0
4483250,3634250,0
4483750,3634250,0
4484250,3634250,0
4484750,3634250,0
4485250,3634250,0
4485750,3634250,0
4486250,3634250,0
4486750,3634250,0
4487250,3634250,0
4487750,3634250,0
4488250,3634250,0
4488750,3634250,0
4489250,3634250,0.391529612399137
4489750,3634250,1
4490250,3634250,1
4490750,3634250,1
4491250,3634250,1
4491750,3634250,1
4492250,3634250,1
4492750,3634250,1
4493250,3634250,1
4493750,3634250,1
4494250,3634250,1
4494750,3634250,1
4495250,3634250,1
4495750,3634250,1
4496250,3634250,1
4496750,3634250,1
4497250,3634250,1
4497750,3634250,1
4498250,3634250,1
4498750,3634250,1
4499250,3634250,1
4499750,3634250,1
4500250,3634250,1
4500750,3634250,1
4501250,3634250,1
4501750,3634250,1
4502250,3634250,0
4502750,3634250,0
4503250,3634250,0
4503750,3634250,0
4504250,3634250,0
4504750,3634250,0
4505250,3634250,0
4505750,3634250,0
4506250,3634250,0
4506750,3634250,0
4507250,3634250,0
4507750,3634250,0
4508250,3634250,0
4508750,3634250,0
4509250,3634250,0
4509750,3634250,0
4510250,3634250,0
4510750,3634250,0
4511250,3634250,0
4511750,3634250,0
4512250,3634250,0
4512750,3634250,0
4513250,3634250,0
4513750,3634250,0
4459750,3633750,0
4460250,3633750,0
4460750,3633750,0
4461250,3633750,0
4461750,3633750,0
4462250,3633750,0
4462750,3633750,0
4463250,3633750,0
4463750,3633750,0
4464250,3633750,0
4464750,3633750,0
4465250,3633750,0
4465750,3633750,0
4466250,3633750,0
4466750,3633750,0
4467250,3633750,0
4467750,3633750,0
4468250,3633750,0
4468750,3633750,0
4469250,3633750,0
4469750,3633750,0
4470250,3633750,0
4470750,3633750,0
4471250,3633750,0
4471750,3633750,0
4472250,3633750,0
4472750,3633750,0
4473250,3633750,0
4473750,3633750,0
4474250,3633750,0
4474750,3633750,0
4475250,3633750,0
4475750,3633750,0
4476250,3633750,0
4476750,3633750,0
4477250,3633750,0
4477750,3633750,0
4478250,3633750,0
4478750,3633750,0
4479250,3633750,0
4479750,3633750,0
4480250,3633750,0
4480750,3633750,0
4481250,3633750,0
4481750,3633750,0
4482250,3633750,0
4482750,3633750,0
4483250,3633750,0
4483750,3633750,0
4484250,3633750,0
4484750,3633750,0
4485250,3633750,0
4485750,3633750,0
4486250,3633750,0
4486750,3633750,0
4487250,3633750,0
4487750,3633750,0
4488250,3633750,0
4488750,3633750,0
4489250,3633750,0.391529612399137
4489750,3633750,1
4490250,3633750,1
4490750,3633750,1
4491250,3633750,1
4491750,3633750,1
4492250,3633750,1
4492750,3633750,1
4493250,3633750,1
4493750,3633750,1
4494250,3633750,1
4494750,3633750,1
4495250,3633750,1
4495750,3633750,1
4496250,3633750,1
4496750,3633750,1
4497250,3633750,1
4497750,3633750,1
4498250,3633750,1
4498750,3633750,1
4499250,3633750,1
4499750,3633750,1
4500250,3633750,1
4500750,3633750,1
4501250,3633750,1
4501750,3633750,0.634521910085318
4502250,3633750,0
4502750,3633750,0
4503250,3633750,0
4503750,3633750,0
4504250,3633750,0
4504750,3633750,0
4505250,3633750,0
4505750,3633750,0
4506250,3633750,0
4506750,3633750,0
4507250,3633750,0
4507750,3633750,0
4508250,3633750,0
4508750,3633750,0
4509250,3633750,0
4509750,3633750,0
4510250,3633750,0
4510750,3633750,0
4511250,3633750,0
4511750,3633750,0
4512250,3633750,0
4512750,3633750,0
4513250,3633750,0
4513750,3633750,0
4459750,3633250,0
4460250,3633250,0
4460750,3633250,0
4461250,3633250,0
4461750,3633250,0
4462250,3633250,0
4462750,3633250,0
