XCoord,YCoord,layer
4505750,3663750,0
4506250,3663750,0
4506750,3663750,0
4507250,3663750,0
4507750,3663750,0
4508250,3663750,0
4508750,3663750,0
4509250,3663750,0
4509750,3663750,0
4510250,3663750,0
4510750,3663750,0
4511250,3663750,0
4511750,3663750,0
4512250,3663750,0
4512750,3663750,0
4513250,3663750,0
4513750,3663750,0
4459750,3663250,0
4460250,3663250,0
4460750,3663250,0
4461250,3663250,0
4461750,3663250,0
4462250,3663250,0
4462750,3663250,0
4463250,3663250,0
4463750,3663250,0
4464250,3663250,0
4464750,3663250,0
4465250,3663250,0
4465750,3663250,0
4466250,3663250,0
4466750,3663250,0
4467250,3663250,0
4467750,3663250,0
4468250,3663250,0
4468750,3663250,0
4469250,3663250,0
4469750,3663250,0
4470250,3663250,0
4470750,3663250,0.0190826489483112
4471250,3663250,0.875955894252147
4471750,3663250,1
4472250,3663250,1
4472750,3663250,1
4473250,3663250,1
4473750,3663250,1
4474250,3663250,1
4474750,3663250,1
4475250,3663250,1
4475750,3663250,1
4476250,3663250,1
4476750,3663250,1
4477250,3663250,1
4477750,3663250,1
4478250,3663250,1
4478750,3663250,1
4479250,3663250,1
4479750,3663250,1
4480250,3663250,1
4480750,3663250,1
4481250,3663250,1
4481750,3663250,1
4482250,3663250,1
4482750,3663250,1
4483250,3663250,1
4483750,3663250,1
4484250,3663250,1
4484750,3663250,1
4485250,3663250,1
4485750,3663250,1
4486250,3663250,1
4486750,3663250,1
4487250,3663250,1
4487750,3663250,1
4488250,3663250,1
4488750,3663250,1
4489250,3663250,0.608470387600863
4489750,3663250,0
4490250,3663250,0
4490750,3663250,0
4491250,3663250,0
4491750,3663250,0
4492250,3663250,0
4492750,3663250,0
4493250,3663250,0
4493750,3663250,0
4494250,3663250,0
4494750,3663250,0
4495250,3663250,0
4495750,3663250,0
4496250,3663250,0
4496750,3663250,0
4497250,3663250,0
4497750,3663250,0
4498250,3663250,0
4498750,3663250,0
4499250,3663250,0
4499750,3663250,0
4500250,3663250,0
4500750,3663250,0
4501250,3663250,0
4501750,3663250,0
4502250,3663250,0
4502750,3663250,0
4503250,3663250,0
4503750,3663250,0
4504250,3663250,0
4504750,3663250,0
4505250,3663250,0
4505750,3663250,0
4506250,3663250,0
4506750,3663250,0
4507250,3663250,0
4507750,3663250,0
4508250,3663250,0
4508750,3663250,0
4509250,3663250,0
4509750,3663250,0
4510250,3663250,0
4510750,3663250,0
4511250,3663250,0
4511750,3663250,0
4512250,3663250,0
4512750,3663250,0
4513250,3663250,0
4513750,3663250,0
4459750,3662750,0
4460250,3662750,0
4460750,3662750,0
4461250,3662750,0
4461750,3662750,0
4462250,3662750,0
4462750,3662750,0
4463250,3662750,0
4463750,3662750,0
4464250,3662750,0
4464750,3662750,0
4465250,3662750,0
4465750,3662750,0
4466250,3662750,0
4466750,3662750,0
4467250,3662750,0
4467750,3662750,0
4468250,3662750,0
4468750,3662750,0
4469250,3662750,0
4469750,3662750,0
4470250,3662750,0
4470750,3662750,0
4471250,3662750,0
4471750,3662750,0.200656132806981
4472250,3662750,0.931403506415597
4472750,3662750,1
4473250,3662750,1
4473750,3662750,1
4474250,3662750,1
4474750,3662750,1
4475250,3662750,1
4475750,3662750,1
4476250,3662750,1
4476750,3662750,1
4477250,3662750,1
4477750,3662750,1
4478250,3662750,1
4478750,3662750,1
4479250,3662750,1
4479750,3662750,1
4480250,3662750,1
4480750,3662750,1
4481250,3662750,1
4481750,3662750,1
4482250,3662750,1
4482750,3662750,1
4483250,3662750,1
4483750,3662750,1
4484250,3662750,1
4484750,3662750,1
4485250,3662750,1
4485750,3662750,1
4486250,3662750,1
4486750,3662750,1
4487250,3662750,1
4487750,3662750,1
4488250,3662750,1
4488750,3662750,1
4489250,3662750,1
4489750,3662750,0
4490250,3662750,0
4490750,3662750,0
4491250,3662750,0
4491750,3662750,0
4492250,3662750,0
4492750,3662750,0
4493250,3662750,0
4493750,3662750,0
4494250,3662750,0
4494750,3662750,0
4495250,3662750,0
4495750,3662750,0
4496250,3662750,0
4496750,3662750,0
4497250,3662750,0
4497750,3662750,0
4498250,3662750,0
4498750,3662750,0
4499250,3662750,0
4499750,3662750,0
4500250,3662750,0
4500750,3662750,0
4501250,3662750,0
4501750,3662750,0
4502250,3662750,0
4502750,3662750,0
4503250,3662750,0
4503750,3662750,0
4504250,3662750,0
4504750,3662750,0
4505250,3662750,0
4505750,3662750,0
4506250,3662750,0
4506750,3662750,0
4507250,3662750,0
4507750,3662750,0
4508250,3662750,0
4508750,3662750,0
4509250,3662750,0
4509750,3662750,0
4510250,3662750,0
4510750,3662750,0
4511250,3662750,0
4511750,3662750,0
4512250,3662750,0
4512750,3662750,0
4513250,3662750,0
4513750,3662750,0
4459750,3662250,0
4460250,3662250,0
4460750,3662250,0
4461250,3662250,0
4461750,3662250,0
4462250,3662250,0
4462750,3662250,0
4463250,3662250,0
4463750,3662250,0
4464250,3662250,0
4464750,3662250,0
4465250,3662250,0
4465750,3662250,0
4466250,3662250,0
4466750,3662250,0
4467250,3662250,0
4467750,3662250,0
4468250,3662250,0
4468750,3662250,0
4469250,3662250,0
4469750,3662250,0
4470250,3662250,0
4470750,3662250,0
4471250,3662250,0
4471750,3662250,0
4472250,3662250,0
4472750,3662250,0.38115895021288
4473250,3662250,1
4473750,3662250,1
4474250,3662250,1
4474750,3662250,1
4475250,3662250,1
4475750,3662250,1
4476250,3662250,1
4476750,3662250,1
4477250,3662250,1
4477750,3662250,1
4478250,3662250,1
4478750,3662250,1
4479250,3662250,1
4479750,3662250,1
4480250,3662250,1
4480750,3662250,1
4481250,3662250,1
4481750,3662250,1
4482250,3662250,1
4482750,3662250,1
4483250,3662250,1
4483750,3662250,1
4484250,3662250,1
4484750,3662250,1
4485250,3662250,1
4485750,3662250,1
4486250,3662250,1
4486750,3662250,1
4487250,3662250,1
4487750,3662250,1
4488250,3662250,1
4488750,3662250,1
4489250,3662250,1
4489750,3662250,0.121745855265535
4490250,3662250,0
4490750,3662250,0
4491250,3662250,0
4491750,3662250,0
4492250,3662250,0
4492750,3662250,0
4493250,3662250,0
4493750,3662250,0
4494250,3662250,0
4494750,3662250,0
4495250,3662250,0
4495750,3662250,0
4496250,3662250,0
4496750,3662250,0
4497250,3662250,0
4497750,3662250,0
4498250,3662250,0
4498750,3662250,0
4499250,3662250,0
4499750,3662250,0
4500250,3662250,0
4500750,3662250,0
4501250,3662250,0
4501750,3662250,0
4502250,3662250,0
4502750,3662250,0
4503250,3662250,0
4503750,3662250,0
4504250,3662250,0
4504750,3662250,0
4505250,3662250,0
4505750,3662250,0
4506250,3662250,0
4506750,3662250,0
4507250,3662250,0
4507750,3662250,0
4508250,3662250,0
4508750,3662250,0
4509250,3662250,0
4509750,3662250,0
4510250,3662250,0
4510750,3662250,0
4511250,3662250,0
4511750,3662250,0
4512250,3662250,0
4512750,3662250,0
4513250,3662250,0
4513750,3662250,0
4459750,3661750,0
4460250,3661750,0
4460750,3661750,0
4461250,3661750,0
4461750,3661750,0
4462250,3661750,0
4462750,3661750,0
4463250,3661750,0
4463750,3661750,0
4464250,3661750,0
4464750,3661750,0
4465250,3661750,0
4465750,3661750,0
4466250,3661750,0
4466750,3661750,0
4467250,3661750,0
4467750,3661750,0
4468250,3661750,0
4468750,3661750,0
4469250,3661750,0
4469750,3661750,0
4470250,3661750,0
4470750,3661750,0
4471250,3661750,0
4471750,3661750,0
4472250,3661750,0
4472750,3661750,0
4473250,3661750,0
4473750,3661750,1
4474250,3661750,1
4474750,3661750,1
4475250,3661750,1
4475750,3661750,1
4476250,3661750,1
4476750,3661750,1
4477250,3661750,1
4477750,3661750,1
4478250,3661750,1
4478750,3661750,1
4479250,3661750,1
4479750,3661750,1
4480250,3661750,1
4480750,3661750,1
4481250,3661750,1
4481750,3661750,1
4482250,3661750,1
4482750,3661750,1
4483250,3661750,1
4483750,3661750,1
4484250,3661750,1
4484750,3661750,1
4485250,3661750,1
4485750,3661750,1
4486250,3661750,1
4486750,3661750,1
4487250,3661750,1
4487750,3661750,1
4488250,3661750,1
4488750,3661750,1
4489250,3661750,1
4489750,3661750,0.121745855265535
4490250,3661750,0
4490750,3661750,0
4491250,3661750,0
4491750,3661750,0
4492250,3661750,0
4492750,3661750,0
4493250,3661750,0
4493750,3661750,0
4494250,3661750,0
4494750,3661750,0
4495250,3661750,0
4495750,3661750,0
4496250,3661750,0
4496750,3661750,0
4497250,3661750,0
4497750,3661750,0
4498250,3661750,0
4498750,3661750,0
4499250,3661750,0
4499750,3661750,0
4500250,3661750,0
4500750,3661750,0
4501250,3661750,0
4501750,3661750,0
4502250,3661750,0
4502750,3661750,0
4503250,3661750,0
4503750,3661750,0
4504250,3661750,0
4504750,3661750,0
4505250,3661750,0
4505750,3661750,0
4506250,3661750,0
4506750,3661750,0
4507250,3661750,0
4507750,3661750,0
4508250,3661750,0
4508750,3661750,0
4509250,3661750,0
4509750,3661750,0
4510250,3661750,0
4510750,3661750,0
4511250,3661750,0
4511750,3661750,0
4512250,3661750,0
4512750,3661750,0
4513250,3661750,0
4513750,3661750,0
4459750,3661250,0
4460250,3661250,0
4460750,3661250,0
4461250,3661250,0
4461750,3661250,0
4462250,3661250,0
4462750,3661250,0
4463250,3661250,0
4463750,3661250,0
4464250,3661250,0
4464750,3661250,0
4465250,3661250,0
4465750,3661250,0
4466250,3661250,0
4466750,3661250,0
4467250,3661250,0
4467750,3661250,0
4468250,3661250,0
4468750,3661250,0
4469250,3661250,0
4469750,3661250,0
4470250,3661250,0
4470750,3661250,0
4471250,3661250,0
4471750,3661250,0
4472250,3661250,0
4472750,3661250,0
4473250,3661250,0
4473750,3661250,0.031488859167326
4474250,3661250,1
4474750,3661250,1
4475250,3661250,1
4475750,3661250,1
4476250,3661250,1
4476750,3661250,1
4477250,3661250,1
4477750,3661250,1
4478250,3661250,1
4478750,3661250,1
4479250,3661250,1
4479750,3661250,1
4480250,3661250,1
4480750,3661250,1
4481250,3661250,1
4481750,3661250,1
4482250,3661250,1
4482750,3661250,1
4483250,3661250,1
4483750,3661250,1
4484250,3661250,1
4484750,3661250,1
4485250,3661250,1
4485750,3661250,1
4486250,3661250,1
4486750,3661250,1
4487250,3661250,1
4487750,3661250,1
4488250,3661250,1
4488750,3661250,1
4489250,3661250,1
4489750,3661250,1
4490250,3661250,0
4490750,3661250,0
4491250,3661250,0
4491750,3661250,0
4492250,3661250,0
4492750,3661250,0
4493250,3661250,0
4493750,3661250,0
4494250,3661250,0
4494750,3661250,0
4495250,3661250,0
4495750,3661250,0
4496250,3661250,0
4496750,3661250,0
4497250,3661250,0
4497750,3661250,0
4498250,3661250,0
4498750,3661250,0
4499250,3661250,0
4499750,3661250,0
4500250,3661250,0
4500750,3661250,0
4501250,3661250,0
4501750,3661250,0
4502250,3661250,0
4502750,3661250,0
4503250,3661250,0
4503750,3661250,0
4504250,3661250,0
4504750,3661250,0
4505250,3661250,0
4505750,3661250,0
4506250,3661250,0
4506750,3661250,0
4507250,3661250,0
4507750,3661250,0
4508250,3661250,0
4508750,3661250,0
4509250,3661250,0
4509750,3661250,0
4510250,3661250,0
4510750,3661250,0
4511250,3661250,0
4511750,3661250,0
4512250,3661250,0
4512750,3661250,0
4513250,3661250,0
4513750,3661250,0
4459750,3660750,0
4460250,3660750,0
4460750,3660750,0
4461250,3660750,0
4461750,3660750,0
4462250,3660750,0
4462750,3660750,0
4463250,3660750,0
4463750,3660750,0
4464250,3660750,0
4464750,3660750,0
4465250,3660750,0
4465750,3660750,0
4466250,3660750,0
4466750,3660750,0
4467250,3660750,0
4467750,3660750,0
4468250,3660750,0
4468750,3660750,0
4469250,3660750,0
4469750,3660750,0
4470250,3660750,0
4470750,3660750,0
4471250,3660750,0
4471750,3660750,0
4472250,3660750,0
4472750,3660750,0
4473250,3660750,0
4473750,3660750,0
4474250,3660750,0
4474750,3660750,0.723202961278347
4475250,3660750,1
4475750,3660750,1
4476250,3660750,1
4476750,3660750,1
4477250,3660750,1
4477750,3660750,1
4478250,3660750,1
4478750,3660750,1
4479250,3660750,1
4479750,3660750,1
4480250,3660750,1
4480750,3660750,1
4481250,3660750,1
4481750,3660750,1
4482250,3660750,1
4482750,3660750,1
4483250,3660750,1
4483750,3660750,1
4484250,3660750,1
4484750,3660750,1
4485250,3660750,1
4485750,3660750,1
4486250,3660750,1
4486750,3660750,1
4487250,3660750,1
4487750,3660750,1
4488250,3660750,1
4488750,3660750,1
4489250,3660750,1
4489750,3660750,1
4490250,3660750,0
4490750,3660750,0
4491250,3660750,0
4491750,3660750,0
4492250,3660750,0
4492750,3660750,0
4493250,3660750,0
4493750,3660750,0
4494250,3660750,0
4494750,3660750,0
4495250,3660750,0
4495750,3660750,0
4496250,3660750,0
4496750,3660750,0
4497250,3660750,0
4497750,3660750,0
4498250,3660750,0
4498750,3660750,0
4499250,3660750,0
4499750,3660750,0
4500250,3660750,0
4500750,3660750,0
4501250,3660750,0
4501750,3660750,0
4502250,3660750,0
4502750,3660750,0
4503250,3660750,0
4503750,3660750,0
4504250,3660750,0
4504750,3660750,0
4505250,3660750,0
4505750,3660750,0
4506250,3660750,0
4506750,3660750,0
4507250,3660750,0
4507750,3660750,0
4508250,3660750,0
4508750,3660750,0
4509250,3660750,0
4509750,3660750,0
4510250,3660750,0
4510750,3660750,0
4511250,3660750,0
4511750,3660750,0
4512250,3660750,0
4512750,3660750,0
4513250,3660750,0
4513750,3660750,0
4459750,3660250,0
4460250,3660250,0
4460750,3660250,0
4461250,3660250,0
4461750,3660250,0
4462250,3660250,0
4462750,3660250,0
4463250,3660250,0
4463750,3660250,0
4464250,3660250,0
4464750,3660250,0
4465250,3660250,0
4465750,3660250,0
4466250,3660250,0
4466750,3660250,0
4467250,3660250,0
4467750,3660250,0
4468250,3660250,0
4468750,3660250,0
4469250,3660250,0
4469750,3660250,0
4470250,3660250,0
4470750,3660250,0
4471250,3660250,0
4471750,3660250,0
4472250,3660250,0
4472750,3660250,0
4473250,3660250,0
4473750,3660250,0
4474250,3660250,0
4474750,3660250,0
4475250,3660250,0.794238905295015
4475750,3660250,1
4476250,3660250,1
4476750,3660250,1
4477250,3660250,1
4477750,3660250,1
4478250,3660250,1
4478750,3660250,1
4479250,3660250,1
4479750,3660250,1
4480250,3660250,1
4480750,3660250,1
4481250,3660250,1
4481750,3660250,1
4482250,3660250,1
4482750,3660250,1
4483250,3660250,1
4483750,3660250,1
4484250,3660250,1
4484750,3660250,1
4485250,3660250,1
4485750,3660250,1
4486250,3660250,1
4486750,3660250,1
4487250,3660250,1
4487750,3660250,1
4488250,3660250,1
4488750,3660250,1
4489250,3660250,1
4489750,3660250,1
4490250,3660250,0
4490750,3660250,0
4491250,3660250,0
4491750,3660250,0
4492250,3660250,0
4492750,3660250,0
4493250,3660250,0
4493750,3660250,0
4494250,3660250,0
4494750,3660250,0
4495250,3660250,0
4495750,3660250,0
4496250,3660250,0
4496750,3660250,0
4497250,3660250,0
4497750,3660250,0
4498250,3660250,0
4498750,3660250,0
4499250,3660250,0
4499750,3660250,0
4500250,3660250,0
4500750,3660250,0
4501250,3660250,0
4501750,3660250,0
4502250,3660250,0
4502750,3660250,0
4503250,3660250,0
4503750,3660250,0
4504250,3660250,0
4504750,3660250,0
4505250,3660250,0
4505750,3660250,0
4506250,3660250,0
4506750,3660250,0
4507250,3660250,0
4507750,3660250,0
4508250,3660250,0
4508750,3660250,0
4509250,3660250,0
4509750,3660250,0
4510250,3660250,0
4510750,3660250,0
4511250,3660250,0
4511750,3660250,0
4512250,3660250,0
4512750,3660250,0
4513250,3660250,0
4513750,3660250,0
4459750,3659750,0
4460250,3659750,0
4460750,3659750,0
4461250,3659750,0
4461750,3659750,0
4462250,3659750,0
4462750,3659750,0
4463250,3659750,0
4463750,3659750,0
4464250,3659750,0
4464750,3659750,0
4465250,3659750,0
4465750,3659750,0
4466250,3659750,0
4466750,3659750,0
4467250,3659750,0
4467750,3659750,0
4468250,3659750,0
4468750,3659750,0
4469250,3659750,0
4469750,3659750,0
4470250,3659750,0
4470750,3659750,0
4471250,3659750,0
4471750,3659750,0
4472250,3659750,0
4472750,3659750,0
4473250,3659750,0
4473750,3659750,0
4474250,3659750,0
4474750,3659750,0
4475250,3659750,0
4475750,3659750,0.733310561501984
4476250,3659750,1
4476750,3659750,1
4477250,3659750,1
4477750,3659750,1
4478250,3659750,1
4478750,3659750,1
4479250,3659750,1
4479750,3659750,1
4480250,3659750,1
4480750,3659750,1
4481250,3659750,1
4481750,3659750,1
4482250,3659750,1
4482750,3659750,1
4483250,3659750,1
4483750,3659750,1
4484250,3659750,1
4484750,3659750,1
4485250,3659750,1
4485750,3659750,1
4486250,3659750,1
4486750,3659750,1
4487250,3659750,1
4487750,3659750,1
4488250,3659750,1
4488750,3659750,1
4489250,3659750,1
4489750,3659750,1
4490250,3659750,0.225794777163849
4490750,3659750,0
4491250,3659750,0
4491750,3659750,0
4492250,3659750,0
4492750,3659750,0
4493250,3659750,0
4493750,3659750,0
4494250,3659750,0
4494750,3659750,0
4495250,3659750,0
4495750,3659750,0
4496250,3659750,0
4496750,3659750,0
4497250,3659750,0
4497750,3659750,0
4498250,3659750,0
4498750,3659750,0
4499250,3659750,0
4499750,3659750,0
4500250,3659750,0
4500750,3659750,0
4501250,3659750,0
4501750,3659750,0
4502250,3659750,0
4502750,3659750,0
4503250,3659750,0
4503750,3659750,0
4504250,3659750,0
4504750,3659750,0
4505250,3659750,0
4505750,3659750,0
4506250,3659750,0
4506750,3659750,0
4507250,3659750,0
4507750,3659750,0
4508250,3659750,0
4508750,3659750,0
4509250,3659750,0
4509750,3659750,0
4510250,3659750,0
4510750,3659750,0
4511250,3659750,0
4511750,3659750,0
4512250,3659750,0
4512750,3659750,0
4513250,3659750,0
4513750,3659750,0
4459750,3659250,0
4460250,3659250,0
4460750,3659250,0
4461250,3659250,0
4461750,3659250,0
4462250,3659250,0
4462750,3659250,0
4463250,3659250,0
4463750,3659250,0
4464250,3659250,0
4464750,3659250,0
4465250,3659250,0
4465750,3659250,0
4466250,3659250,0
4466750,3659250,0
4467250,3659250,0
4467750,3659250,0
4468250,3659250,0
4468750,3659250,0
4469250,3659250,0
4469750,3659250,0
4470250,3659250,0
4470750,3659250,0
4471250,3659250,0
4471750,3659250,0
4472250,3659250,0
4472750,3659250,0
4473250,3659250,0
4473750,3659250,0
4474250,3659250,0
4474750,3659250,0
4475250,3659250,0
4475750,3659250,0
4476250,3659250,0.778278543829786
4476750,3659250,1
4477250,3659250,1
4477750,3659250,1
4478250,3659250,1
4478750,3659250,1
4479250,3659250,1
4479750,3659250,1
4480250,3659250,1
4480750,3659250,1
4481250,3659250,1
4481750,3659250,1
4482250,3659250,1
4482750,3659250,1
4483250,3659250,1
4483750,3659250,1
4484250,3659250,1
4484750,3659250,1
4485250,3659250,1
4485750,3659250,1
4486250,3659250,1
4486750,3659250,1
4487250,3659250,1
4487750,3659250,1
4488250,3659250,1
4488750,3659250,1
4489250,3659250,1
4489750,3659250,1
4490250,3659250,0.635021322933711
4490750,3659250,0
4491250,3659250,0
4491750,3659250,0
4492250,3659250,0
4492750,3659250,0
4493250,3659250,0
4493750,3659250,0
4494250,3659250,0
4494750,3659250,0
4495250,3659250,0
4495750,3659250,0
4496250,3659250,0
4496750,3659250,0
4497250,3659250,0
4497750,3659250,0
4498250,3659250,0
4498750,3659250,0
4499250,3659250,0
4499750,3659250,0
4500250,3659250,0
4500750,3659250,0
4501250,3659250,0
4501750,3659250,0
4502250,3659250,0
4502750,3659250,0
4503250,3659250,0
4503750,3659250,0
4504250,3659250,0
4504750,3659250,0
4505250,3659250,0
4505750,3659250,0
4506250,3659250,0
4506750,3659250,0
4507250,3659250,0
4507750,3659250,0
4508250,3659250,0
4508750,3659250,0
4509250,3659250,0
4509750,3659250,0
4510250,3659250,0
4510750,3659250,0
4511250,3659250,0
4511750,3659250,0
4512250,3659250,0
4512750,3659250,0
4513250,3659250,0
4513750,3659250,0
4459750,3658750,0
4460250,3658750,0
4460750,3658750,0
4461250,3658750,0
4461750,3658750,0
4462250,3658750,0
4462750,3658750,0
4463250,3658750,0
4463750,3658750,0
4464250,3658750,0
4464750,3658750,0
4465250,3658750,0
4465750,3658750,0
4466250,3658750,0
4466750,3658750,0
4467250,3658750,0
4467750,3658750,0
4468250,3658750,0
4468750,3658750,0
4469250,3658750,0
4469750,3658750,0
4470250,3658750,0
4470750,3658750,0
4471250,3658750,0
4471750,3658750,0
4472250,3658750,0
4472750,3658750,0
4473250,3658750,0
4473750,3658750,0
4474250,3658750,0
4474750,3658750,0
4475250,3658750,0
4475750,3658750,0
4476250,3658750,0
4476750,3658750,0.744852963087557
4477250,3658750,1
4477750,3658750,1
4478250,3658750,1
4478750,3658750,1
4479250,3658750,1
4479750,3658750,1
4480250,3658750,1
4480750,3658750,1
4481250,3658750,1
4481750,3658750,1
4482250,3658750,1
4482750,3658750,1
4483250,3658750,1
4483750,3658750,1
4484250,3658750,1
4484750,3658750,1
4485250,3658750,1
4485750,3658750,1
4486250,3658750,1
4486750,3658750,1
4487250,3658750,1
4487750,3658750,1
4488250,3658750,1
4488750,3658750,1
4489250,3658750,1
4489750,3658750,1
4490250,3658750,1
4490750,3658750,0.0487229990837187
4491250,3658750,0
4491750,3658750,0
4492250,3658750,0
4492750,3658750,0
4493250,3658750,0
4493750,3658750,0
4494250,3658750,0
4494750,3658750,0
4495250,3658750,0
4495750,3658750,0
4496250,3658750,0
4496750,3658750,0
4497250,3658750,0
4497750,3658750,0
4498250,3658750,0
4498750,3658750,0
4499250,3658750,0
4499750,3658750,0
4500250,3658750,0
4500750,3658750,0
4501250,3658750,0
4501750,3658750,0
4502250,3658750,0
4502750,3658750,0
4503250,3658750,0
4503750,3658750,0
4504250,3658750,0
4504750,3658750,0
4505250,3658750,0
4505750,3658750,0
4506250,3658750,0
4506750,3658750,0
4507250,3658750,0
4507750,3658750,0
4508250,3658750,0
4508750,3658750,0
4509250,3658750,0
4509750,3658750,0
4510250,3658750,0
4510750,3658750,0
4511250,3658750,0
4511750,3658750,0
4512250,3658750,0
4512750,3658750,0
4513250,3658750,0
4513750,3658750,0
4459750,3658250,0
4460250,3658250,0
4460750,3658250,0
4461250,3658250,0
4461750,3658250,0
4462250,3658250,0
4462750,3658250,0
4463250,3658250,0
4463750,3658250,0
4464250,3658250,0
4464750,3658250,0
4465250,3658250,0
4465750,3658250,0
4466250,3658250,0
4466750,3658250,0
4467250,3658250,0
4467750,3658250,0
4468250,3658250,0
4468750,3658250,0
4469250,3658250,0
4469750,3658250,0
4470250,3658250,0
4470750,3658250,0
4471250,3658250,0
4471750,3658250,0
4472250,3658250,0
4472750,3658250,0
4473250,3658250,0
4473750,3658250,0
4474250,3658250,0
4474750,3658250,0
4475250,3658250,0
4475750,3658250,0
4476250,3658250,0
4476750,3658250,0.0413229226970514
4477250,3658250,1
4477750,3658250,1
4478250,3658250,1
4478750,3658250,1
4479250,3658250,1
4479750,3658250,1
4480250,3658250,1
4480750,3658250,1
4481250,3658250,1
4481750,3658250,1
4482250,3658250,1
4482750,3658250,1
4483250,3658250,1
4483750,3658250,1
4484250,3658250,1
4484750,3658250,1
4485250,3658250,1
4485750,3658250,1
4486250,3658250,1
4486750,3658250,1
4487250,3658250,1
4487750,3658250,1
4488250,3658250,1
4488750,3658250,1
4489250,3658250,1
4489750,3658250,1
4490250,3658250,1
4490750,3658250,0.842469572526281
4491250,3658250,0
4491750,3658250,0
4492250,3658250,0
4492750,3658250,0
4493250,3658250,0
4493750,3658250,0
4494250,3658250,0
4494750,3658250,0
4495250,3658250,0
4495750,3658250,0
4496250,3658250,0
4496750,3658250,0
4497250,3658250,0
4497750,3658250,0
4498250,3658250,0
4498750,3658250,0
4499250,3658250,0
4499750,3658250,0
4500250,3658250,0
4500750,3658250,0
4501250,3658250,0
4501750,3658250,0
4502250,3658250,0
4502750,3658250,0
4503250,3658250,0
4503750,3658250,0
4504250,3658250,0
4504750,3658250,0
4505250,3658250,0
4505750,3658250,0
4506250,3658250,0
4506750,3658250,0
4507250,3658250,0
4507750,3658250,0
4508250,3658250,0
4508750,3658250,0
4509250,3658250,0
4509750,3658250,0
4510250,3658250,0
4510750,3658250,0
4511250,3658250,0
4511750,3658250,0
4512250,3658250,0
4512750,3658250,0
4513250,3658250,0
4513750,3658250,0
4459750,3657750,0
4460250,3657750,0
4460750,3657750,0
4461250,3657750,0
4461750,3657750,0
4462250,3657750,0
4462750,3657750,0
4463250,3657750,0
4463750,3657750,0
4464250,3657750,0
4464750,3657750,0
4465250,3657750,0
4465750,3657750,0
4466250,3657750,0
4466750,3657750,0
4467250,3657750,0
4467750,3657750,0
4468250,3657750,0
4468750,3657750,0
4469250,3657750,0
4469750,3657750,0
4470250,3657750,0
4470750,3657750,0
4471250,3657750,0
4471750,3657750,0
4472250,3657750,0
4472750,3657750,0
4473250,3657750,0
4473750,3657750,0
4474250,3657750,0
4474750,3657750,0
4475250,3657750,0
4475750,3657750,0
4476250,3657750,0
4476750,3657750,0
4477250,3657750,0
4477750,3657750,1
4478250,3657750,1
4478750,3657750,1
4479250,3657750,1
4479750,3657750,1
4480250,3657750,1
4480750,3657750,1
4481250,3657750,1
4481750,3657750,1
4482250,3657750,1
4482750,3657750,1
4483250,3657750,1
4483750,3657750,1
4484250,3657750,1
4484750,3657750,1
4485250,3657750,1
4485750,3657750,1
4486250,3657750,1
4486750,3657750,1
4487250,3657750,1
4487750,3657750,1
4488250,3657750,1
4488750,3657750,1
4489250,3657750,1
4489750,3657750,1
4490250,3657750,1
4490750,3657750,1
4491250,3657750,0.199484417307461
4491750,3657750,0
4492250,3657750,0
4492750,3657750,0
4493250,3657750,0
4493750,3657750,0
4494250,3657750,0
4494750,3657750,0
4495250,3657750,0
4495750,3657750,0
4496250,3657750,0
4496750,3657750,0
4497250,3657750,0
4497750,3657750,0
4498250,3657750,0
4498750,3657750,0
4499250,3657750,0
4499750,3657750,0
4500250,3657750,0
4500750,3657750,0
4501250,3657750,0
4501750,3657750,0
4502250,3657750,0
4502750,3657750,0
4503250,3657750,0
4503750,3657750,0
4504250,3657750,0
4504750,3657750,0
4505250,3657750,0
4505750,3657750,0
4506250,3657750,0
4506750,3657750,0
4507250,3657750,0
4507750,3657750,0
4508250,3657750,0
4508750,3657750,0
4509250,3657750,0
4509750,3657750,0
4510250,3657750,0
4510750,3657750,0
4511250,3657750,0
4511750,3657750,0
4512250,3657750,0
4512750,3657750,0
4513250,3657750,0
4513750,3657750,0
4459750,3657250,0
4460250,3657250,0
4460750,3657250,0
4461250,3657250,0
4461750,3657250,0
4462250,3657250,0
4462750,3657250,0
4463250,3657250,0
4463750,3657250,0
4464250,3657250,0
4464750,3657250,0
4465250,3657250,0
4465750,3657250,0
4466250,3657250,0
4466750,3657250,0
4467250,3657250,0
4467750,3657250,0
4468250,3657250,0
4468750,3657250,0
4469250,3657250,0
4469750,3657250,0
4470250,3657250,0
4470750,3657250,0
4471250,3657250,0
4471750,3657250,0
4472250,3657250,0
4472750,3657250,0
4473250,3657250,0
4473750,3657250,0
4474250,3657250,0
4474750,3657250,0
4475250,3657250,0
4475750,3657250,0
4476250,3657250,0
4476750,3657250,0
4477250,3657250,0
4477750,3657250,0.367113114699084
4478250,3657250,1
4478750,3657250,1
4479250,3657250,1
4479750,3657250,1
4480250,3657250,1
4480750,3657250,1
4481250,3657250,1
4481750,3657250,1
4482250,3657250,1
4482750,3657250,1
4483250,3657250,1
4483750,3657250,1
4484250,3657250,1
4484750,3657250,1
4485250,3657250,1
4485750,3657250,1
4486250,3657250,1
4486750,3657250,1
4487250,3657250,1
4487750,3657250,1
4488250,3657250,1
4488750,3657250,1
4489250,3657250,1
